,0,1,mean,std_dev,var
asyncio_torch,208.9940975528846,208.9940975528846,208.9940975528846,0.0,0.0
threaded_torch,215.08313541010423,215.08313541010423,215.08313541010423,0.0,0.0
vanilla_torch,229.11413468710177,229.11413468710177,229.11413468710177,0.0,0.0
asyncio_lightning,219.33250176780945,219.33250176780945,219.33250176780945,0.0,0.0
threaded_lightning,45.461670419794906,45.461670419794906,45.461670419794906,0.0,0.0
vanilla_lightning,11.30663630650676,11.30663630650676,11.30663630650676,0.0,0.0
