iarai-playground
Warmup ... batch 50, workers 32
Benchmark starts: 0
((5)-get_item) __getitem__ id (140691604038704) 52996.033906936646 ms
((5)-get_item) __getitem__ id (140691604038704) 139.48392868041992 ms
((5)-get_item) __getitem__ id (140691604038704) 151.0026454925537 ms
((5)-get_item) __getitem__ id (140691604038704) 201.95841789245605 ms
((5)-get_item) __getitem__ id (140691604038704) 139.4214630126953 ms
((5)-get_item) __getitem__ id (140691604038704) 164.154052734375 ms
((5)-get_item) __getitem__ id (140691604038704) 172.46103286743164 ms
((5)-get_item) __getitem__ id (140691604038704) 175.61960220336914 ms
((5)-get_item) __getitem__ id (140691604038704) 168.46847534179688 ms
((5)-get_item) __getitem__ id (140691604038704) 141.2653923034668 ms
((5)-get_item) __getitem__ id (140691604038704) 152.36902236938477 ms
((5)-get_item) __getitem__ id (140691604038704) 132.7676773071289 ms
((5)-get_item) __getitem__ id (140691604038704) 137.19534873962402 ms
((5)-get_item) __getitem__ id (140691604038704) 140.09642601013184 ms
((5)-get_item) __getitem__ id (140691604038704) 145.51186561584473 ms
((5)-get_item) __getitem__ id (140691604038704) 139.75238800048828 ms
((5)-get_item) __getitem__ id (140691604038704) 134.28306579589844 ms
((5)-get_item) __getitem__ id (140691604038704) 140.03753662109375 ms
((5)-get_item) __getitem__ id (140691604038704) 128.60679626464844 ms
((5)-get_item) __getitem__ id (140691604038704) 184.0384006500244 ms
((5)-get_item) __getitem__ id (140691604038704) 139.10150527954102 ms
((5)-get_item) __getitem__ id (140691604038704) 136.53969764709473 ms
((5)-get_item) __getitem__ id (140691604038704) 130.23734092712402 ms
((5)-get_item) __getitem__ id (140691604038704) 134.8421573638916 ms
((5)-get_item) __getitem__ id (140691604038704) 146.09575271606445 ms
((5)-get_item) __getitem__ id (140691604038704) 144.71173286437988 ms
((5)-get_item) __getitem__ id (140691604038704) 138.4875774383545 ms
((5)-get_item) __getitem__ id (140691604038704) 132.68470764160156 ms
((5)-get_item) __getitem__ id (140691604038704) 199.53083992004395 ms
((5)-get_item) __getitem__ id (140691604038704) 140.4256820678711 ms
((5)-get_item) __getitem__ id (140691604038704) 131.45017623901367 ms
((5)-get_item) __getitem__ id (140691604038704) 139.7416591644287 ms
((5)-get_item) __getitem__ id (140691604038704) 152.8620719909668 ms
((5)-get_item) __getitem__ id (140691604038704) 154.19459342956543 ms
((5)-get_item) __getitem__ id (140691604038704) 119.21834945678711 ms
((5)-get_item) __getitem__ id (140691604038704) 133.1796646118164 ms
((5)-get_item) __getitem__ id (140691604038704) 107.07926750183105 ms
((5)-get_item) __getitem__ id (140691604038704) 150.08163452148438 ms
((5)-get_item) __getitem__ id (140691604038704) 118.99256706237793 ms
