iarai-playground
Warmup ... batch 50, workers 8
Benchmark starts: 0
((5)-get_item) __getitem__ id (139949543814192) 29306.71453475952 ms
((5)-get_item) __getitem__ id (139949543814192) 161.45968437194824 ms
((5)-get_item) __getitem__ id (139949543814192) 199.08976554870605 ms
((5)-get_item) __getitem__ id (139949543814192) 147.85408973693848 ms
((5)-get_item) __getitem__ id (139949543814192) 154.06107902526855 ms
((5)-get_item) __getitem__ id (139949543814192) 147.51648902893066 ms
((5)-get_item) __getitem__ id (139949543814192) 149.60622787475586 ms
((5)-get_item) __getitem__ id (139949543814192) 157.4249267578125 ms
((5)-get_item) __getitem__ id (139949543814192) 150.27904510498047 ms
((5)-get_item) __getitem__ id (139949543814192) 125.70762634277344 ms
((5)-get_item) __getitem__ id (139949543814192) 129.2710304260254 ms
((5)-get_item) __getitem__ id (139949543814192) 150.35486221313477 ms
((5)-get_item) __getitem__ id (139949543814192) 146.9886302947998 ms
((5)-get_item) __getitem__ id (139949543814192) 144.90985870361328 ms
((5)-get_item) __getitem__ id (139949543814192) 133.45050811767578 ms
((5)-get_item) __getitem__ id (139949543814192) 164.56031799316406 ms
((5)-get_item) __getitem__ id (139949543814192) 164.72887992858887 ms
((5)-get_item) __getitem__ id (139949543814192) 171.08535766601562 ms
((5)-get_item) __getitem__ id (139949543814192) 147.8879451751709 ms
((5)-get_item) __getitem__ id (139949543814192) 150.93064308166504 ms
((5)-get_item) __getitem__ id (139949543814192) 139.43076133728027 ms
((5)-get_item) __getitem__ id (139949543814192) 118.60966682434082 ms
((5)-get_item) __getitem__ id (139949543814192) 113.65175247192383 ms
((5)-get_item) __getitem__ id (139949543814192) 145.0631618499756 ms
((5)-get_item) __getitem__ id (139949543814192) 150.21061897277832 ms
((5)-get_item) __getitem__ id (139949543814192) 140.1674747467041 ms
((5)-get_item) __getitem__ id (139949543814192) 149.50871467590332 ms
((5)-get_item) __getitem__ id (139949543814192) 149.0945816040039 ms
((5)-get_item) __getitem__ id (139949543814192) 143.36919784545898 ms
((5)-get_item) __getitem__ id (139949543814192) 167.6018238067627 ms
((5)-get_item) __getitem__ id (139949543814192) 154.94084358215332 ms
((5)-get_item) __getitem__ id (139949543814192) 160.05611419677734 ms
((5)-get_item) __getitem__ id (139949543814192) 143.29838752746582 ms
((5)-get_item) __getitem__ id (139949543814192) 140.70630073547363 ms
((5)-get_item) __getitem__ id (139949543814192) 141.6456699371338 ms
