iarai-playground
Warmup ... batch 50, workers 4
((5)-get_item) __getitem__ id (140361798698032) 153.76615524291992 ms
((5)-get_item) __getitem__ id (140361798698032) 175.51898956298828 ms
((5)-get_item) __getitem__ id (140361798698032) 147.26543426513672 ms
((5)-get_item) __getitem__ id (140361798698032) 148.8335132598877 ms
((5)-get_item) __getitem__ id (140361798698032) 161.02957725524902 ms
((5)-get_item) __getitem__ id (140361798698032) 115.84925651550293 ms
((5)-get_item) __getitem__ id (140361798698032) 158.10847282409668 ms
((5)-get_item) __getitem__ id (140361798698032) 148.19741249084473 ms
((4)-threadedmapdataset-fetcher) fetch id (140361798735616) 7833.229064941406 ms
((5)-get_item) __getitem__ id (140361798698032) 314.929723739624 ms
((5)-get_item) __getitem__ id (140361798698032) 172.1639633178711 ms
((5)-get_item) __getitem__ id (140361798698032) 126.24168395996094 ms
((5)-get_item) __getitem__ id (140361798698032) 172.13869094848633 ms
((5)-get_item) __getitem__ id (140361798698032) 140.91134071350098 ms
((5)-get_item) __getitem__ id (140361798698032) 141.78037643432617 ms
((5)-get_item) __getitem__ id (140361798698032) 142.10176467895508 ms
((5)-get_item) __getitem__ id (140361798698032) 145.19929885864258 ms
((5)-get_item) __getitem__ id (140361798698032) 161.93151473999023 ms
((5)-get_item) __getitem__ id (140361798698032) 138.05866241455078 ms
((5)-get_item) __getitem__ id (140361798698032) 177.63113975524902 ms
((5)-get_item) __getitem__ id (140361798698032) 147.56536483764648 ms
((5)-get_item) __getitem__ id (140361798698032) 167.00315475463867 ms
((5)-get_item) __getitem__ id (140361798698032) 135.15520095825195 ms
((5)-get_item) __getitem__ id (140361798698032) 151.21078491210938 ms
((5)-get_item) __getitem__ id (140361798698032) 166.65911674499512 ms
((5)-get_item) __getitem__ id (140361798698032) 141.00909233093262 ms
((5)-get_item) __getitem__ id (140361798698032) 150.77471733093262 ms
((5)-get_item) __getitem__ id (140361798698032) 140.05255699157715 ms
((5)-get_item) __getitem__ id (140361798698032) 135.51616668701172 ms
((5)-get_item) __getitem__ id (140361798698032) 151.05366706848145 ms
((5)-get_item) __getitem__ id (140361798698032) 138.72575759887695 ms
((5)-get_item) __getitem__ id (140361798698032) 145.53284645080566 ms
((5)-get_item) __getitem__ id (140361798698032) 141.66927337646484 ms
((5)-get_item) __getitem__ id (140361798698032) 143.61143112182617 ms
((5)-get_item) __getitem__ id (140361798698032) 146.2852954864502 ms
((5)-get_item) __getitem__ id (140361798698032) 150.27832984924316 ms
((5)-get_item) __getitem__ id (140361798698032) 144.22035217285156 ms
((5)-get_item) __getitem__ id (140361798698032) 177.5949001312256 ms
((5)-get_item) __getitem__ id (140361798698032) 146.6817855834961 ms
((5)-get_item) __getitem__ id (140361798698032) 136.9304656982422 ms
((5)-get_item) __getitem__ id (140361798698032) 145.11537551879883 ms
((5)-get_item) __getitem__ id (140361798698032) 153.20134162902832 ms
((5)-get_item) __getitem__ id (140361798698032) 143.87845993041992 ms
((5)-get_item) __getitem__ id (140361798698032) 125.9002685546875 ms
((5)-get_item) __getitem__ id (140361798698032) 153.47814559936523 ms
((5)-get_item) __getitem__ id (140361798698032) 157.86075592041016 ms
((5)-get_item) __getitem__ id (140361798698032) 137.36462593078613 ms
((5)-get_item) __getitem__ id (140361798698032) 155.90572357177734 ms
((5)-get_item) __getitem__ id (140361798698032) 140.75255393981934 ms
((5)-get_item) __getitem__ id (140361798698032) 138.89646530151367 ms
((5)-get_item) __getitem__ id (140361798698032) 144.6511745452881 ms
((5)-get_item) __getitem__ id (140361798698032) 157.12356567382812 ms
((5)-get_item) __getitem__ id (140361798698032) 143.93305778503418 ms
((5)-get_item) __getitem__ id (140361798698032) 142.06337928771973 ms
((5)-get_item) __getitem__ id (140361798698032) 157.7584743499756 ms
((5)-get_item) __getitem__ id (140361798698032) 263.4608745574951 ms
((5)-get_item) __getitem__ id (140361798698032) 140.3970718383789 ms
((5)-get_item) __getitem__ id (140361798698032) 146.5611457824707 ms
((5)-get_item) __getitem__ id (140361798698032) 217.6663875579834 ms
((4)-threadedmapdataset-fetcher) fetch id (140361798735616) 7758.034944534302 ms
((5)-get_item) __getitem__ id (140361798698032) 310.98079681396484 ms
((5)-get_item) __getitem__ id (140361798698032) 182.79099464416504 ms
((5)-get_item) __getitem__ id (140361798698032) 141.36314392089844 ms
((5)-get_item) __getitem__ id (140361798698032) 139.94574546813965 ms
((5)-get_item) __getitem__ id (140361798698032) 137.76779174804688 ms
((5)-get_item) __getitem__ id (140361798698032) 136.80195808410645 ms
((5)-get_item) __getitem__ id (140361798698032) 138.6110782623291 ms
((5)-get_item) __getitem__ id (140361798698032) 134.0200901031494 ms
((5)-get_item) __getitem__ id (140361798698032) 167.36459732055664 ms
((5)-get_item) __getitem__ id (140361798698032) 152.15134620666504 ms
((5)-get_item) __getitem__ id (140361798698032) 147.45712280273438 ms
((5)-get_item) __getitem__ id (140361798698032) 142.25363731384277 ms
((5)-get_item) __getitem__ id (140361798698032) 125.31924247741699 ms
((5)-get_item) __getitem__ id (140361798698032) 153.1679630279541 ms
((5)-get_item) __getitem__ id (140361798698032) 206.24113082885742 ms
((5)-get_item) __getitem__ id (140361798698032) 141.63899421691895 ms
((5)-get_item) __getitem__ id (140361798698032) 165.18831253051758 ms
((5)-get_item) __getitem__ id (140361798698032) 144.97041702270508 ms
((5)-get_item) __getitem__ id (140361798698032) 116.64748191833496 ms
((5)-get_item) __getitem__ id (140361798698032) 138.83280754089355 ms
((5)-get_item) __getitem__ id (140361798698032) 160.0503921508789 ms
((5)-get_item) __getitem__ id (140361798698032) 150.73227882385254 ms
((5)-get_item) __getitem__ id (140361798698032) 150.09236335754395 ms
((5)-get_item) __getitem__ id (140361798698032) 135.81061363220215 ms
((5)-get_item) __getitem__ id (140361798698032) 147.60899543762207 ms
((5)-get_item) __getitem__ id (140361798698032) 137.96329498291016 ms
((5)-get_item) __getitem__ id (140361798698032) 137.67147064208984 ms
((5)-get_item) __getitem__ id (140361798698032) 143.75710487365723 ms
((5)-get_item) __getitem__ id (140361798698032) 154.55269813537598 ms
((5)-get_item) __getitem__ id (140361798698032) 142.81654357910156 ms
((5)-get_item) __getitem__ id (140361798698032) 154.48975563049316 ms
((5)-get_item) __getitem__ id (140361798698032) 151.0140895843506 ms
((5)-get_item) __getitem__ id (140361798698032) 153.9604663848877 ms
((5)-get_item) __getitem__ id (140361798698032) 151.98278427124023 ms
((5)-get_item) __getitem__ id (140361798698032) 152.32038497924805 ms
((5)-get_item) __getitem__ id (140361798698032) 142.57192611694336 ms
((5)-get_item) __getitem__ id (140361798698032) 115.80920219421387 ms
((5)-get_item) __getitem__ id (140361798698032) 135.19668579101562 ms
((5)-get_item) __getitem__ id (140361798698032) 147.54557609558105 ms
((5)-get_item) __getitem__ id (140361798698032) 145.72715759277344 ms
((5)-get_item) __getitem__ id (140361798698032) 148.15211296081543 ms
((5)-get_item) __getitem__ id (140361798698032) 129.97984886169434 ms
((5)-get_item) __getitem__ id (140361798698032) 143.28622817993164 ms
((5)-get_item) __getitem__ id (140361798698032) 140.883207321167 ms
((5)-get_item) __getitem__ id (140361798698032) 143.22257041931152 ms
((5)-get_item) __getitem__ id (140361798698032) 139.55378532409668 ms
((5)-get_item) __getitem__ id (140361798698032) 125.23627281188965 ms
((5)-get_item) __getitem__ id (140361798698032) 130.0041675567627 ms
((5)-get_item) __getitem__ id (140361798698032) 162.91117668151855 ms
((5)-get_item) __getitem__ id (140361798698032) 195.62053680419922 ms
((4)-threadedmapdataset-fetcher) fetch id (140361798735616) 7495.424270629883 ms
((5)-get_item) __getitem__ id (140361798698032) 334.883451461792 ms
((5)-get_item) __getitem__ id (140361798698032) 198.58717918395996 ms
((5)-get_item) __getitem__ id (140361798698032) 144.2573070526123 ms
((5)-get_item) __getitem__ id (140361798698032) 154.12640571594238 ms
((5)-get_item) __getitem__ id (140361798698032) 138.5178565979004 ms
((5)-get_item) __getitem__ id (140361798698032) 146.64649963378906 ms
((5)-get_item) __getitem__ id (140361798698032) 126.39546394348145 ms
((5)-get_item) __getitem__ id (140361798698032) 143.9352035522461 ms
((5)-get_item) __getitem__ id (140361798698032) 143.94307136535645 ms
((5)-get_item) __getitem__ id (140361798698032) 158.28204154968262 ms
((5)-get_item) __getitem__ id (140361798698032) 132.69329071044922 ms
((5)-get_item) __getitem__ id (140361798698032) 157.2246551513672 ms
((5)-get_item) __getitem__ id (140361798698032) 143.4471607208252 ms
((5)-get_item) __getitem__ id (140361798698032) 163.66815567016602 ms
((5)-get_item) __getitem__ id (140361798698032) 151.48425102233887 ms
((5)-get_item) __getitem__ id (140361798698032) 135.80012321472168 ms
((5)-get_item) __getitem__ id (140361798698032) 117.75898933410645 ms
((5)-get_item) __getitem__ id (140361798698032) 147.14431762695312 ms
((5)-get_item) __getitem__ id (140361798698032) 180.94229698181152 ms
((5)-get_item) __getitem__ id (140361798698032) 146.03710174560547 ms
((5)-get_item) __getitem__ id (140361798698032) 145.39813995361328 ms
((5)-get_item) __getitem__ id (140361798698032) 144.06323432922363 ms
((5)-get_item) __getitem__ id (140361798698032) 135.67495346069336 ms
((5)-get_item) __getitem__ id (140361798698032) 157.5143337249756 ms
((5)-get_item) __getitem__ id (140361798698032) 136.09075546264648 ms
((5)-get_item) __getitem__ id (140361798698032) 153.1088352203369 ms
((5)-get_item) __getitem__ id (140361798698032) 139.8470401763916 ms
((5)-get_item) __getitem__ id (140361798698032) 156.36301040649414 ms
((5)-get_item) __getitem__ id (140361798698032) 162.2333526611328 ms
((5)-get_item) __getitem__ id (140361798698032) 146.0895538330078 ms
((5)-get_item) __getitem__ id (140361798698032) 149.84464645385742 ms
((5)-get_item) __getitem__ id (140361798698032) 159.19780731201172 ms
((5)-get_item) __getitem__ id (140361798698032) 160.75825691223145 ms
((5)-get_item) __getitem__ id (140361798698032) 123.73542785644531 ms
((5)-get_item) __getitem__ id (140361798698032) 150.06375312805176 ms
((5)-get_item) __getitem__ id (140361798698032) 160.85553169250488 ms
