iarai-playground
Warmup ... batch 50, workers 16
Benchmark starts: 0
((5)-get_item) __getitem__ id (140529806025776) 32493.51406097412 ms
((5)-get_item) __getitem__ id (140529806025776) 206.26163482666016 ms
((5)-get_item) __getitem__ id (140529806025776) 152.54616737365723 ms
((5)-get_item) __getitem__ id (140529806025776) 140.82717895507812 ms
((5)-get_item) __getitem__ id (140529806025776) 185.47749519348145 ms
((5)-get_item) __getitem__ id (140529806025776) 144.88697052001953 ms
((5)-get_item) __getitem__ id (140529806025776) 144.76823806762695 ms
((5)-get_item) __getitem__ id (140529806025776) 138.0453109741211 ms
((5)-get_item) __getitem__ id (140529806025776) 143.5847282409668 ms
((5)-get_item) __getitem__ id (140529806025776) 157.05513954162598 ms
((5)-get_item) __getitem__ id (140529806025776) 138.98944854736328 ms
((5)-get_item) __getitem__ id (140529806025776) 141.56436920166016 ms
((5)-get_item) __getitem__ id (140529806025776) 135.92791557312012 ms
((5)-get_item) __getitem__ id (140529806025776) 166.71109199523926 ms
((5)-get_item) __getitem__ id (140529806025776) 139.05978202819824 ms
((5)-get_item) __getitem__ id (140529806025776) 116.34635925292969 ms
((5)-get_item) __getitem__ id (140529806025776) 137.60876655578613 ms
((5)-get_item) __getitem__ id (140529806025776) 137.27211952209473 ms
((5)-get_item) __getitem__ id (140529806025776) 153.08046340942383 ms
((5)-get_item) __getitem__ id (140529806025776) 159.0423583984375 ms
((5)-get_item) __getitem__ id (140529806025776) 141.79039001464844 ms
((5)-get_item) __getitem__ id (140529806025776) 149.00922775268555 ms
((5)-get_item) __getitem__ id (140529806025776) 119.18187141418457 ms
((5)-get_item) __getitem__ id (140529806025776) 149.44815635681152 ms
((5)-get_item) __getitem__ id (140529806025776) 135.80608367919922 ms
((5)-get_item) __getitem__ id (140529806025776) 118.16287040710449 ms
((5)-get_item) __getitem__ id (140529806025776) 140.59782028198242 ms
((5)-get_item) __getitem__ id (140529806025776) 133.75353813171387 ms
((5)-get_item) __getitem__ id (140529806025776) 136.3837718963623 ms
((5)-get_item) __getitem__ id (140529806025776) 120.33605575561523 ms
((5)-get_item) __getitem__ id (140529806025776) 153.43022346496582 ms
((5)-get_item) __getitem__ id (140529806025776) 136.46507263183594 ms
((5)-get_item) __getitem__ id (140529806025776) 145.8415985107422 ms
((5)-get_item) __getitem__ id (140529806025776) 141.54481887817383 ms
((5)-get_item) __getitem__ id (140529806025776) 136.02590560913086 ms
((5)-get_item) __getitem__ id (140529806025776) 127.97212600708008 ms
((5)-get_item) __getitem__ id (140529806025776) 133.73112678527832 ms
((5)-get_item) __getitem__ id (140529806025776) 131.65712356567383 ms
((5)-get_item) __getitem__ id (140529806025776) 134.25683975219727 ms
((5)-get_item) __getitem__ id (140529806025776) 167.68455505371094 ms
((5)-get_item) __getitem__ id (140529806025776) 149.2328643798828 ms
((5)-get_item) __getitem__ id (140529806025776) 128.9663314819336 ms
((5)-get_item) __getitem__ id (140529806025776) 132.61103630065918 ms
((5)-get_item) __getitem__ id (140529806025776) 133.347749710083 ms
((5)-get_item) __getitem__ id (140529806025776) 129.9426555633545 ms
