,runtime,gpu_util_zero,gpu_util_mean_no_zeros,mem_util_mean,mem_util_mean_no_zeros,implementation,cache,library,fig,throughput,dl_MB,imgs,Mbit/s,MB/s
0,126.9607458114624,26.42857142857143,40.320388349514566,12.17142857142857,23.666666666666668,threaded,1,torch,Figure(2160x1800),236.29350795205795,2747.8405895233154,30000,173.14583791773737,21.64322973971717
1,183.61588168144226,20.714285714285715,40.0990990990991,5.857142857142857,11.08108108108108,threaded,1,lightning,Figure(2160x1800),163.3845597955814,2727.647472381592,30000,118.84146174735909,14.855182718419886
2,160.02762699127197,23.66412213740458,52.11,9.0,16.6056338028169,asyncio,1,torch,Figure(2160x1800),187.46763020885277,3110.652332305908,30000,155.50576563760785,19.43822070470098
3,215.97897577285767,14.124293785310735,53.046052631578945,6.31638418079096,9.474576271186441,asyncio,1,lightning,Figure(2160x1800),138.90240886941984,3110.652332305908,30000,115.22056056335192,14.40257007041899
4,521.9231822490692,19.39252336448598,58.13333333333333,3.8411214953271027,12.0,vanilla,1,torch,Figure(2160x1800),57.479723109297666,3110.652332305908,30000,47.67984926672922,5.959981158341153
5,2989.4192628860474,90.49544994944388,41.640957446808514,0.43806875631951464,7.5021645021645025,vanilla,1,lightning,Figure(2160x1800),10.035393955091257,3110.652332305908,30000,8.324432429870194,1.0405540537337743
